Roll No	Name	Marks	
79167	7G12KYKUR3W6HH5QTZ	80
24033	EWBSXEE7RXCKQ3U2X9	76
38704	9N72ZTX7FYIGQKJYXK	1
25349	R31W5I13ZP8LA42B6Q	4
30073	0GKU9PD18143TCVDHT	25
10477	IO14SWFAU5SPAZTBDX	54
24884	RSPA7NIIKC3HA2R7ZL	75
8913	FAFAPJOK826MZNHR1L	53
44793	KQFC1SBGM9ANGO8G9H	39
74234	3LAAYUYWZ40W03MDOF	66
90313	9THF5XBDDQOO9TW1SD	7
50750	57APZX3TVBJL95FDR6	17
91073	J7IQH2QLRO60XI4YZB	28
73606	0ZGYWCJFBJDIZK55HC	99
82414	G1NQMK12QRA3ALRGQL	6
74769	ZEXHR1EH25PDXI571G	18
74559	4MZTTPCFLEM6PBX007	53
71442	OMFBEY9ZY94KQHF4O4	65
73590	WF7NUMTTJALM17H4JN	26
7189	NCAEO8E5JV4WPFI953	22
34329	ERYQ67BS2FQPZ56G5U	34
71295	CAJW8RWGB8L9IM3WAO	43
11493	KGH7W7H21KU802QBB4	81
63730	UBZNFUDEMSTHE872WE	33
27906	K4W6UGYHJ7R6B3DKQ0	23
58127	HX4TFO9MYVSQ3QI80U	20
60145	6FFCEW2SSDUTIDJS7V	89
2710	QIFS6QI9CVUW6IS363	11
7681	EPJHNIB49QRJB4CSNP	35
77738	SRMQMVDDQDXDRDYF0H	23
76289	JWJRCMBQOI69VRRH9A	83
71024	MA1FRM7313T6BXR8M9	12
23345	845OIN3AXKM19VTTEZ	66
76213	N0E7U3A5LQMZI4HPII	88
52305	I469WC4XAYDS8N69AF	38
15695	YGJ1PB7VOE6LNPYKB9	1
92603	QM9IPN5QUTEQGCNLEM	0
80732	5W5GALLP7TN187U7PR	26
28588	JSEHXNVYOR97EFSU5W	31
83943	0DXB2R2F5XB8CMCS8J	94
14685	GKCTRGPTQETAU3ZFST	27
18889	ZG4ZM4XQA2ZLFF3IMB	84
75440	59TSRVZ0320CMA3NDJ	20
1547	VJMYUIEBQNDNCV6RDU	91
59206	MCL2HWJM2AG9EP3NQ9	99
31018	0DAGV8HUKEF7M8BSDI	2
60845	N5BZI7FQQCU4JL6F26	23
2099	TXGI5FC0WHPFQMMPHU	96
27383	K974XE7BB0CC2XEWYQ	48
63886	B64F4IDAOO4ZHVULO0	8
83174	MYAORO2GT26P4ZRI31	66
38808	VTN988OIQP5Y0HMYYY	99
65955	J3WGY2JAIV1AYXUYAG	49
16392	VO7QVDIXPMPQDKAJQU	35
76269	CWIRVJ1VLY7ZM21JCW	14
12627	F1MOO4O3UMN8RDSIIE	75
39695	7DK7R6CVTERH2F6Y5R	21
83114	10J925LMRADZFMNKM9	88
94250	TQME747JXB4WLODIZ4	65
72897	7WRHZPNGBM49X6KH57	17
20434	DQY68676SVNOWGHGHB	2
48779	BJ6TLDMHATCKN73PMG	78
90517	8E5HVOQ6PKYVHNHIPZ	70
81281	N81CFDLY0RR7DP9GCM	48
93781	JBQS2P8L0HPMJSWOFH	88
23361	S67L5020FOUYODPFEQ	49
96631	QPRVBVXMNZOIJ89HRJ	29
51379	IOFWPTIQNB19GMS7AH	14
25556	40YDGM525WQU52CVT5	25
10791	EOPEZJZ9502W5IU4T6	55
61197	Y7MSIP45I21NRJSFLC	86
7034	N2P0P29N5LIA05ZMB8	10
34331	06UQM5RRSFCHRIWCOT	71
5464	8V9KYBZIE8K9P3AV10	0
54244	J5GEYA7V9SOIFVQQ9C	8
3611	5331LHLP7Y17SJ2TF4	57
60586	9Z37BZ4A7UFFDX1NDY	46
35825	1KLNTWZUOB42E4VCQL	3
17949	CLIXUR1ZVBYL2NIJKR	96
91995	XNVWF7GVXUNKK8HLXG	98
99793	A42JNYB5ALNBLLLY3A	29
65906	L8K4E63YQ81OR1PEYC	48
55434	RY5GF2HEZW1M0UO0H8	40
69669	PQRUU1NI197FF7LD8Y	88
37395	OB2KAC2MZEFM63GUZ8	14
71677	35O6ZWNWPSCDH4PV5L	21
51247	Z6HVU7SGE4TX4SBEOR	10
19841	8DGSECTDMOH8U0CMIZ	1
40199	4HWYIMMKDCZB61DLKJ	76
30069	M4668MYPTSAQM2CAR3	31
62113	S8BOUYM0J5O3UXM5G6	1
67581	05USZ2KDPH99UU2JDV	11
28818	V38K6NLFSKWZ3EXCU2	66
72480	24N09CK81CAWEJOCQY	92
23562	RM388U3EMZYK6UVVCJ	48
49000	R6NBH3GO950INCSZO0	56
8365	2XARE0RO51ZVBTNDTU	87
44549	UK3PU808VTRUJNENLN	4
44258	Z8FLVGIHXEKRCP09UO	59
34897	1GKU2DOZJIK8P5TBXZ	6
16741	BF72KSW1II2GUCUYU4	13
69262	6MD6475I0R7M8KFSWW	46
68279	N63IWXCHVYT27QXT6G	31
8428	WS51SRMLN6EIEMV9RD	13
11349	G0WIM6Q5FLZBKS3YV5	64
21607	Z50MAFSYCUD4V6NBTB	81
15046	FP2SBQH2FXM6PWQAI2	55
2476	MQ41P9ECTISTPZFT91	2
62157	9ER8WZ8LB2WXNBMQ39	66
32796	W5XM25ZWWMRHC426CY	37
79935	NFCKQ27HWRPU78GCO4	70
76746	GH37TTT2VXHN266E0X	84
41582	A92VYN7PXUSBCMYN8B	22
12158	PC88253EGM9LMLX0FR	45
9444	9RBAPIYI9EP95G5O9Z	14
84028	RFLGRK049O9H7U3FS6	85
92299	Y2OZPTJZ3ZMFHEMKZU	3
73694	EUH9319KDUANPX0PRW	1
57705	7QYVYYCYB4XOI3VPP4	40
3326	LY9IDUD3RPAQMO5AUS	39
96266	ED5URE2CQQ2IVFWGJH	92
34896	MQ6W5GLLDWYN5F3NN4	31
63381	775LBCCT37OLWXHT3B	15
93676	XUEPDHVOG06ZOGUW1X	8
75936	QWP8FC2I7A3VC6IQAH	66
98761	9Y3A00KNPGDLRSWCP8	51
41888	WCJLHJM0QGXAX71QMT	48
34181	4MAD1ZOT7GUSCPQ387	59
88408	E5GVTOZ9P0RBR121DI	31
5313	WX5Q58R6E234BCWOTK	72
27186	Z7Q3XR9Z2EQY2R78KS	64
16905	GZ9J4ICBK5ZGGMBROZ	59
42028	OSZEQMF7799782T6A2	95
28626	78DO63NCMCCDU6M2XF	6
83594	NR3DFM3CPQ31HCFQYI	19
71996	Z6EKICOKDO4GTHTAML	41
39530	8LNWGVHI479P5I8DFA	54
99446	6PKCHTT72DL3MVZHMM	64
99668	2B3MXVH2Q6CNPJMMS0	48
25472	NYZTT853MPC88N2ZHC	71
60303	7T6QCC182G6B9HJJ7D	99
90316	UYZH73Y9W4MZHQOW0X	73
14769	E98H3DUVN3W84KS1B8	32
89438	OXFP3Q6W3WQVX5WMI6	25
88559	0UYW2UQSMBIDQJQNY3	56
17811	CW6O17TRE6CKGG59ND	45
52690	PJQZMBDDLF5HRM36OU	82
99677	RFYEDMLJ6CYSCRCTQ0	61
36747	72RK4CPCTBKES0UPB7	9
75020	WTOY8QS7OM0KH7UP2J	78
60317	31588V20NKMA0VAJ5U	37
90825	4BLGG4YHRRBCF6LAT7	84
48760	F4FNDHM8VXCU3SOAR1	76
64540	DY1JPXLQ6TH75IADVL	93
25382	NXN9P1WSNZ3CBN2MRE	51
41357	FKYFX1ZEQ5IDUSFCE9	45
42878	V5XR8Q9QQ2X3XF2DK5	15
54887	LQ7ERIJBWV7DUT1OBO	60
37751	8N7U9GHFNUS62U08RI	86
22712	I7JAY3C11PGQSEUQBQ	18
83382	G1UE9A9RB4LQGNYBU3	59
98070	IBKZ8J4FDANPQ9XYDV	83
85192	X0FFLW4BBJU2SECKWB	27
66460	57KAHS1M986GAKZ6TQ	2
71755	P19FL94VJOGDAU1L97	57
23633	J1ELSPGP7BB02EU01D	0
15398	2267B4UQVTPW3A13HE	17
30697	G3R4E4HLRRYINGRL3L	16
64889	IL8RB83QCEQFZM3BY4	36
55493	6EAGBB532TESY3F2PC	17
60400	8TVA3ZDUT5JG0XVLLF	68
69686	D3RYGIJBR3BRYKVVMT	20
75729	DH8E8CZ443UBOK6NRA	64
9215	FOL4WQBI0B3RO1MAK2	82
59796	JWCE2XQ3ZCD1N19PIK	52
97272	TB2S7HPWVBCW2AIMXH	58
40978	1D3YNZ0TOABTQ1MSCW	99
70767	K6ZI10SM2ANUH4QQ21	54
12054	J568BEHJQ5ZS7XRPIK	88
6345	IM9G3RZ7WH9WPWVZOS	40
77329	PQ95XV9W75MVTX5SN4	11
85286	MOPF59I95MMV6JNEUP	41
3370	64JVROBGO6WP9HVRLF	93
67138	A2P0RZ44NJLDFIC9PN	9
30418	ZXGFZ0NJ9APJE7LCST	64
75991	FSYS65UIIDIBJSF0YZ	76
28244	RN4AAM3WPF3178OYCC	39
9376	DN26EZ785KGRVL4TSV	29
33771	Z35LJ6UL05FKUGZFO4	53
6105	BCOHX9L9K7UHFW7FG2	74
43215	4T6WSXERJ8XN1CBTRZ	52
58658	J5OOEBH6Y4I4ZVH7N7	41
1159	3W4JD1XA9MPTLGTAG1	92
84258	LFZGIR4FOG1GM9GYMF	86
66850	XSS4TAPDUETKWPTWVE	25
30408	QS0E8N05XZZP9F6YH9	38
78849	BRUF1TR3H13GKGXL12	91
60493	5YAE857M7JK2O43L6V	76
50828	VMYL84NTKSDU4R0V4N	70
85781	X9AQ8V5ABMYF8NKHRS	90
26404	0OC2GKPM7NKBUIDN81	55
19701	VDC9Q8I83GJP0R49GN	3
53272	APY3W109FU2YN5P4KI	59
46382	N4H4FLOJRZ3JOQ318N	44
41266	DCDLAW1VT7LMEMQXBW	50
35223	CU4S8DPSP6BFT98PTS	18
85673	6BXT70ZB21JEZKAUCX	46
18361	2L8DA4P4WCF1352QUR	19
43705	HKPY2FCLXLRHR6HWL5	78
11155	HG7RNHZRZWKQUIAK1L	72
70287	JBIQLNVLS74YTB9MF6	10
60542	5670B188EPBV2LWNQ8	31
35806	D1KOV2QWU73HHPWTWS	58
3243	PVVUG837VVG70HM2KX	53
68848	Z5GZLD5NX7FGSUGHBI	99
96073	P6XFBT7V9PI6ALJB1P	33
42038	CK1NFYWPAIYYCO390O	42
29859	7LABQ391T6CMBEQ2O6	1
99040	RN3OUG6B563CO5MQRT	56
99397	7DRVNZE88FT8UNX6DJ	37
27976	XIFWON23SBBCYK63TN	19
52607	GOF1DFI4OWLUU499JP	78
11304	2YTR87LFZV2CK50ZFY	92
98402	OZ7AZ68VHFNG8MJ3ES	68
58220	LAQPR1R05RBSCP05JL	45
94823	SIX2C3TUN2P99SSCXY	76
32290	XVHPTZ0PL1I7NQWQ7U	86
29103	I91SQ0OI8DCX4V0F6M	85
52462	LLAOWJAB83R2LAS5CX	59
66149	A9F49CLLXS1ETAZ2YM	77
98490	SNI47QWQK8Y4ILHKIP	45
76768	16ATMD27VM6WZYQW3C	97
14827	6HJI36BO39MZUVDKQW	51
17188	1HT2NM8GX9SNPWBGAK	27
85902	0JABV6RCQ1J4195O6U	44
94440	VDZYEBWDU50AJRW045	52
7761	3XUN286U2NCF995UKT	24
7731	K5SC76DM4YU9VEFXQ0	54
84047	X0ZEU7SW3SM1UUQMD4	96
94976	ZCPNBMCI4Q4FTC4BUB	79
90115	HAC8ZZAMZ5S251YUTM	42
98080	O2E9YLFD2VW4OIEVYO	53
22462	0H3ZTK2HYCQX85YGIU	29
84030	STMZFZW5FGSR86K622	82
29011	KJOZWJVVMGLX782DT0	57
65021	5UY1H0SSH03WY8VYDW	28
54479	NLC49JR0OUMPPMYRUX	12
42238	6302ZEXJO4R7YPCKET	5
81350	ZS2851ZDALRYV30URO	87
58494	1YI3FI3FPHDYLB4F64	64
96968	SUGL8LIGVS8MHDKMS6	25
50428	N4ITL8QY39I5CE3S7N	25
74259	FTGDN3L0MLE8SPKYC0	93
15640	4FQX1OFYDCE5HM8DWQ	95
22786	06DJIHP90T0JY21TOJ	18
35703	9KNN09OIGUPYBZUOQQ	22
35363	F8U45A8H5HI4RRNYVY	19
30531	VUIOHJ0OVVL8P948U4	67
65223	JX5AYDDAUMUHF34E2P	61
90320	TKTW89Y7AA4T7V7MHF	80
17106	HX6LBI9ZZAILGOWNS3	70
8473	XWS9GT68T11CSMMSD2	88
36562	0FDTMG4MJ332AQ3RCC	64
58824	33DXGZKQ8PEC5NS88O	55
4300	WQFKU5UIRIQ1IQZDDY	95
55476	6DOQ7QSMGSVFDVTX6U	76
1649	KO7BALN1IRP6G41PIX	84
64709	28H2M2LI69C7QUC41B	68
86288	SVVA7K1Z3VUFO9MN5B	91
14067	2NFFO2N55SFST4QYSQ	1
22374	XPTY78K36IW1OJZ1DD	31
5004	KONO4TNFGKJRJNQATR	7
78672	YU6Q0OCKI5H5M2OTFV	22
96341	935GZAZ8JGIJJ6CBC8	10
72513	BN3ZN49RY4IBY74DSW	64
33192	ZJEU19GXZDD75OEUUX	85
88847	LBDKU6EVMWS9H37EVA	94
83419	XUO70JP8VIWAM1KY43	27
89991	P7ZFZ8SDBUAZ448PXE	28
16577	S62IEQR7XC3BB0KE1X	89
40897	ABRFHXBB8G90GFAL8U	82
37738	MMJCE3KU7F4BSVLYHZ	68
14734	68X5THISQSRLOII21K	40
73094	TFCJBTP18HCX73TMRQ	57
1165	AA9I2G4XQEVAVP4BDR	45
59943	Y2BFED884J1KZ1D0K9	35
76446	54DXP5PKPH4E6I986U	15
81315	JVANKZATBJ2VV2JXMW	19
84206	36RAC228HDAG5A3BE9	78
2392	X1GH4OLJCQFVEA64GQ	87
17520	ALSN1IBXMM0F37ZOEV	67
54091	H4TWEARE4DGEB0DO56	98
69869	OUI2DZ9GGE06O761AQ	75
69129	R8E1V6JRAOFHEP04OX	41
97202	KB8KCZFYCYLS9UOFVT	53
65518	TO8KB4JYLMOTWU7TFY	52
36648	P0KNCZOK13WVAWTKLJ	12
64388	HTAHXK8N22ELLITDSZ	79
87521	PURC4M8UYNXPDIORSC	54
9859	5IB68L1JQZXCM84E0P	79
81390	BMB14V512F01RDX7NC	31
31031	GUHA6PALS12AM6SBLW	65
55182	RP80BE6IDNNIRH5GZ0	26
75135	7SI7N7AAX2WUFO0BBQ	18
56768	I34TIPVDNQEJS29Q8I	55
3250	6WKYQC030KZA5Q6IZH	42
62329	LRNNTL4GIUJWQZ1TTN	17
21084	REBTY3WBR0AN68ZVZD	95
87793	5J9UPQJ9XXK3A48MRL	42
74470	A4M9VGKBWM6HTSGX89	13
89688	VDO3RUXB31FHYA85BJ	70
9171	Z9ERC3WEVLWY8DDTDJ	28
29671	S2PZUW0PYR9NA9VSEE	65
80518	OVW0U639ODBCLU8PRG	66
5552	03NUVJPGJU46X6A6NU	86
9537	C90WMB4OQUIXCETFHS	44
34775	1K2BOKTLWXO042BE5V	85
68841	LAQUSKX4PMCALO9BXW	79
3098	W164AD000R0XSWMCEW	27
95269	CSP3KCHHBIN74DZ81S	40
59308	OOAWI9YPKPRY0S8Q8I	25
92037	WEYG79UZ0F8XWZL2YF	94
26591	YXJMZ37NQWKH6DKB3B	75
97504	1T3WJR3800W12MX5MG	32
39487	JONVC4FOPL2W8OGM73	60
54645	WYVY3K1LI3KWP9EKR6	23
38236	AXNY3NN7WHAJ7I0I0J	28
77075	4ET3YML6RG3YCHCCHV	81
27520	NPNKVKQGHRDJT56E7H	37
92404	YE4ZUYF0LH36QZNUWF	84
49215	9E2CC1I6ITIMASKZVU	31
43268	3WGAFST619FQREFXFA	22
58763	WSZNI8B8K6C8U3BTMM	87
53695	A3F7P36E2JJ6F7IF53	74
6247	SNRB80ZRZI3HV1X9IB	63
99544	Y3734412QSOBTEFLTP	25
19124	M66YS6NWU9ZNJLK32N	68
9879	VWP7E47O9DQLWWIKOG	75
93767	OAJDSIOCB8Y4JLHZR4	57
63226	EVVZ3DXZQV75UMAN3I	81
66139	O9ZRTYZLL5BKMROBRQ	4
34780	H0IWFF2ZX8N3GXZ8DH	32
45123	H7WNYO04GAXUH9RF1H	87
7410	LBQYGHDWE99FS68QKS	7
63768	LO280DKC5GH80T4DKA	17
48530	39R6IH095URQBJFUN0	57
44592	DPT6O7UQRMIRP85J4T	58
11407	SO809HPCF7HTQAG2ML	94
52784	YEOXFFPIFLI22ECD78	1
26751	M2777MSTIKMKHMEYL9	10
48632	3DHVX7JVOBRI5M63I5	90
41021	BC23W3F3EASQTWDNFV	57
84732	WRLAO47W4FYI1OB5SF	9
33962	HA3V5GR6E1MF1HQ8TN	82
72852	T56LIRXN233AWCEKN8	26
32303	D71KWEYU4KJ532GA0S	81
18217	JZO9CQOKJQ89JOU8SG	14
94749	GVTH3CK043LX10O42H	59
53039	KTDX1FA0CTVI7O89OD	66
90358	J3D43IQJMXYP7BHWVZ	82
92498	NILKQPHSAX3UGBP0MK	75
37444	RXRVTBDZ7JUTIF6WH4	38
9897	YV24IO8A67FFSTX0UX	43
70694	7TVP0TREDEYP4X2590	0
18440	3M81ABB4I9AD22ZDL5	24
60524	NLYPZD805VHH6YKEAZ	38
36145	SVPBEARHYFMWXBUVQL	47
80440	5TC07ZXNT6KP30OVB3	52
44394	E5K09FC0CP65OBOLYZ	91
18756	DZ1CLPERTY3YRADNAE	62
17801	62JSNAPPHSK14QNCJX	63
25122	RKI9D9NGWZ5WGZE1PA	58
30124	2KPPHBFKNXYMHPUNTQ	54
28158	6PK66VXL2RO1IPMGW1	84
84902	KEUMBJFMSUAYHL9P0N	14
37920	LK8B6FWVTBCHB7MEDX	94
62548	YJH0KSRGTDOOY3N2L7	53
73198	W17P6O7KH2JNBWGM9M	62
61325	KSU83R6QKLPGUN4OIN	37
37806	9OZES26NZFL3W0Z6V7	37
9495	81P75MLX1L8TJ52RFW	39
54345	1RWPCLF2L0GPYASHLP	18
27959	UPPXJ5814UYK7MXTD0	35
61452	PD38EVP53UXZTQF61W	38
7872	JA6OUAN8IZ39LZ3VV2	58
99495	3B5JDRN0EE2DL5ZWLF	75
35149	H38S5R3NL22CWUC3E7	8
53272	1603AUA75C91NAP4YX	59
11785	J29IQUSNV6BFQX6JPF	8
46210	QQMUDLFY8ADKGIDCQM	0
51339	1PAFZSJHQUZG05EWEW	43
30838	Q6FQLLQ1EYH4ATBVCL	62
78720	6XGDP8LCG339NHVE5Z	62
1396	8LC8NJY4JZVY0SAQ5J	90
78017	4MVHCBOKAVJST9UUMF	37
23691	ULASAN50BATBXKG1YB	87
71587	NYTF9PZOVTAI5KPOF4	41
18588	D8MDVGZGLP60WW6JKF	34
33549	1LVDHNUGP1F3ROCQGW	41
70333	NN9RXXZ3B1U18L5169	62
68099	C94TEXMTYHEWRP7N2G	2
14233	GE7AVNJUZOQ8DMAJXC	42
12833	AG9RI0LS6EZ8APMJNU	36
24340	TCEA9I1UM3K4PJPBOB	11
22884	G6RQQCFSGLQ0OYI5WH	41
55725	AP57FZZELCENS0NQKD	35
58243	X3WA71I9GKKFPN7R7Z	52
93852	R2IL4EXM5O8D6NYPEJ	20
62875	54RTVXLYNVCHIDBUE6	22
58234	P90SXRLK6DMJS05HKA	45
61031	8FC47W100SSRWRPRGC	91
27936	RUMS0GIUC60SGQ7SCY	26
64430	M9N8OJ1LB1J5AVNIRK	0
80040	8LU6TOJTID5R6WUWCC	52
68119	HW4T7DU0XGF50D8PED	62
72944	NF1TQYX2YP20LIZ1TN	2
26071	STYKUQ6DN8DH262B6B	23
88157	WMEG2WURM8HJLIREFR	62
57355	AXGWKZRVS66DJT590Q	76
77659	URFVGREPFDE2GD872U	11
27553	SZS4E6J8T71M9BDLUJ	31
82051	WYN79ZVY5UBYRB332K	71
27281	Y5EES9KGQAIPRNN70T	50
13461	YQIXP9C0DO045UP99F	22
81865	VLX2C9D2UZYVLVZVV6	65
97317	F7NWYM970UH9C2K2UX	92
36965	YLMPYNVKC5MUS729JW	2
33106	X3EEWSNOISEVZ9MBC6	76
22814	NYH513XZR0KVL2YK5Q	60
41457	3PJLC6BTM5QN97B6GE	37
8249	1TNWQMT5PSX41M2B9U	22
70760	8TR8PXKSY1P9E4SGKC	52
77408	469PIUL2HU3JBQG8F7	13
71063	MSV60Z2VGH6W620M5N	72
50254	1AEQ77MBS1ZT1Z5PTX	48
38097	3HURWQEXL3KPS7KA25	60
48068	8Z6X8USL3LE9Q4UL16	20
15175	7B1SFNMAWZ6ZEUURXB	99
71193	3JVJ8XAITQUUVLH2LZ	49
390	DGUV0HUBANC5NQQ3XV	94
75342	11EVJCQQVFZPXNGCT7	28
40535	3AAO0CI7RGM0AQ7M6Z	57
49918	8L1WOGLQQLPS2JSXQ1	27
73572	Y7S05V6F6VWW3D44NJ	8
84	ABIVNHGAKNSBB5V5HH	7
33339	2UCL4XXXMKOIN32HDA	59
20408	BJ7GU95Z9PY85EUMT5	57
83210	NP442RPFMVMDOKDS4Q	50
98626	N7JEF19LONR0N59SE1	41
53450	18UHD4P9M4KL9GNKAF	63
63855	PK8TLXIRHQ2HQV8HHK	23
86329	RFYZH3C9ME7QRGACOT	88
68176	7439YJTWT0IFUVO62L	95
2623	06W56BT5UHUHR9CAS7	44
80159	W7TWIFR8YLKSL4AY43	4
45490	Y43KBNPZEECZOHZKWF	34
3245	EF3PUB48PWMDFYA4KB	13
60245	FCDL25235DOFAPV6EV	83
38359	5HAVAYOGMZN7LYD2Z3	62
87963	6ILEIGQHLDKVBTJG9L	18
86903	VVOX8AACJZN8EPFKL1	2
99754	RCWNXNYEJ0NS7JGJ55	97
73335	NOHAKPBES7IPKEJSZU	74
67322	S4BPMJW0UGMMSSTWV2	2
58592	7H7XAG2N1WVQ7BKKTX	61
1180	PUD8NU3QMI51DUF635	59
12688	N4AVB1XCSK7SQKFYWE	86
63511	32PML4XWN4NBH3L0IQ	44
15306	4TSFNE2I0YZGOI97SK	76
63662	69Z59RRC2L9MQEZTUA	44
28360	C2V0VFMPTETI89G76T	48
34814	RFZ750OIVKHMJ7UANU	19
56683	CZOF7YIW7328RFA6S3	46
20099	1K3J6EFJFVMQX5EVDW	91
29267	0TVTDW6Y3VFSFKEBRI	18
47994	O3VLHY61TUSZXUB8Y2	49
25066	FX3QXEAH7875BG21LD	66
60033	KTES965WLVHSQYANFS	0
59770	SZQ1GT1PHDSCP4WXJK	34
61787	6TZ2VBNP8QF7QZM0AQ	33
31583	XPQ8CWGPIM926M4NNJ	43
52400	3E8RT2G21AK2CVUV12	89
31479	B2NFO4WEA7K2MNK8OM	64
5009	X46ED0ZD4NAML0GEOV	0
61590	OK97Z10502N18U9IZ8	43
84888	PVYS72U7PWWL82C7L1	7
26198	NVI9043NCPHNTFH29M	85
96493	R0V391N1A9LM87FG3U	53
24972	HOQKHYU0GULLA6NSBF	74
47174	W9NLIHAEC2IWXZY587	16
17174	U6VQXN5GTY4SGOW9AA	16
67142	S4FD6NXERJT9XJC9G7	79
47536	9SQFHHH85S0812AI2B	14
22758	2LZJV3BB3I2ZQVAEZU	31
30981	G4VAFNYSEUMPGCLK4D	68
19282	4W3FGXKFWEDIZ5DT0T	39
931	K0ILUT9CM0HVH6NB4P	50
2218	8T7THQZL4DBLRUP9PA	17
86919	AOYN0LS9GV70YDIWNL	39
32424	P0GYFUM0MB40DXJEY8	28
87416	IM2ZF8VXZOCS8RF7QV	20
86177	BW5THP3YQMKO8Y981C	91
27312	MPYDZEBOOG80RM969D	10
50180	0RE8UVOO0L8ISNJFSH	24
5940	XM0CF37K14L10O82LX	33
95456	1TN9RRJWK0SU2VPJ39	99
13316	CN4WVH5FCHQVOV9UNN	27
5827	DJH1IL2Y4F5Z1IUU32	10
66382	JHZLCK2FVMY0SXZPJ0	70
73724	OFOZ4016OSDMBSEC5W	22
91581	7VTASS9J7WZ5WV8JCJ	45
14146	HI0C08RIRY2BTOYRJV	60
98863	I0D1LVOCXFL32OZQFP	46
13166	TBNJR3IVLQT876HQLO	29
83301	JJJBSQSIPGRT7ZBP9L	36
69026	GPHE264DLEGU32096E	52
78259	59NIAWJIDW2QA6D2NM	36
51661	NXY0YOQXB2BE1V051V	54
61111	W85VPVTW7FNTWZ2LRR	72
43015	Y6R3W59LI9HGTZZY7V	68
25222	MAZCZQVAJKNW1A5UM6	11
56982	KVHUPJPVEZUXH9SRAQ	58
59554	H88IEAYZI5P8QTQO8W	65
89140	LRK01EOWD04MLZP9GX	7
99496	X0K56W9MJ5WXWNO9WT	18
34439	BA3KRTZF9CH1DD1GQ6	26
10917	MKRPWA5VW6CD0X7Z1H	97
36432	5I9F1ETUD32QOEFH70	68
85993	QCAO3X1AMETFENHOXY	15
80703	K8XLOZ7B2BKDL6TRHW	23
38420	6C24WJWPIZ804782Q5	2
64419	ZCMHI86YK560XO7BO7	7
18636	LYW7TNOTDKGI16P2XJ	6
82016	Z9R16EZ6VLOIJ379AA	92
7537	NMHIJIGSRVF2KT9IE5	75
69913	BOVFH6VB39RD4LKJ3P	9
80584	3D66N22PJGCLHY2CMH	13
17165	HR48LWC1724HFLM9XH	64
65235	N6UY9TOUJMO7KZ1FL2	59
2845	06MQT8NKFEFWEA4NPM	22
81697	3F1N4GDGMI8WSLAGKR	82
10955	UJYWHRDEAW4WBD288P	99
7330	EV15PXZVJ0SCHHLHMB	87
28607	GNTO3FVNFARG46A6AD	58
34291	QD5J41TGE60HSHOC46	38
75459	LQRU20J1SQ0NTAP5DO	47
33208	LX4R9AD1G8Y9AECXJE	11
79086	R16SMUQYYB2YE52TEJ	87
70279	3M16PNZZ9MI3NP07NX	33
44478	9TJS21NHZ970ZSDV6M	0
28161	A7RXM4Y66A27YO86D9	54
13086	MZCB8GWOU6DS2UDS85	87
46172	3HTIK7QBIHUBIN3CQR	25
53991	R5R5ZHQC3JY4HX5K9Q	98
41531	IU8BUOO6DKVPOG5YLW	80
36515	1CSY4IBVNDKZC4A75S	31
80031	X7B873KHE681ORVIBP	50
78637	F0I0YC4FAUSR4TJK0J	11
99926	OJL6FSA8MUHA09URVR	72
59571	IYBRUTV44HG0Y4S9LB	16
98770	C1HOXZ8OH8S3XAF4MI	1
7805	610YLAWZP2X9QUKSDW	0
97045	3WFCOXX297UEIJXGF2	92
23464	0QFK6Z3IGJP9AENWWY	34
94600	D3RT4W57429PGJWMB8	39
42283	ET1A4G45EHZR7DHEDW	54
4907	6EOC8NCHU5XKXYHH9Y	6
86011	WO69I70WOWFKHRG348	45
67206	CMCO9IZIK836U1IA01	49
32362	G7MAI1WA1G0XJZVKRU	3
73182	KKD9NUETJQ5A58YU7E	10
37642	T0WLA5N9941W2RMI1U	26
9796	5Z1AYBC7C7UPS5AH36	59
8207	VCB1D18HASWMR8DAJZ	24
16871	HQVMPVCB88SH0490XF	32
57682	JGXJ71Z8EK3PXGP09Y	37
10890	QVGS9F1JV7SIWDQGAF	94
50929	J8ZONJ4EJVLY7VF9NW	82
21520	2SF4C8RS7XK028K55C	5
77012	7JCLVM9E59KSWLBQKU	86
46803	S66XZM6TFA7LNLOSPR	0
1963	WG52Y9SLTRNJCCL1XN	79
73492	MJLMQKJPXWUF7NH92X	46
56372	BIMIYSASW20BJFM6UH	65
49196	O2RTF1G736IH17G5MG	55
46072	HCFWEYR3EUYHLL8EK0	76
40545	TWTSJ3AGPJGATYDLR4	42
63829	HNY1ZW27J4EN9EFF9A	27
38421	4RH3115OEXVMDIPFGA	48
29622	9EOLRH1DYX1OALVKC4	38
38489	3PRUE02DQQ3F6FKD6T	27
13790	TXAK0ZF58U6EO3HUU6	24
26078	QROY2EJ1VPTQLV6ZDK	0
51651	W4TP8MPWE3ZLG6EAQB	98
73388	XIZHOK45LWGRSJ6GFV	77
94519	50W4B2D03ZUF3DIG08	1
10507	41B35QB5N9EHMP3N7S	66
61827	QGUUDMD8GBGD6NWY3W	99
75166	SYEE5XVLAX1WYA8MHF	44
30060	Y286V0AAF5OBTFOPLG	49
4881	MTHOBYZIWG97OU3XFN	77
98327	86BTGF13QFU20KIEX0	8
28103	D7OWYDP0D7LQP0HK90	96
